,Benchmark,Dynamic,Active,Forecast Regime
2012-08-01,-0.005976263915621934,-0.00233173735196775,0.0036445265636541845,Recovery
2012-09-01,0.002205386294898702,0.010770664758586734,0.008565278463688032,Recovery
2012-10-01,0.0050865481431793475,0.009055026043772162,0.003968477900592814,Recovery
2012-11-01,0.0030672482990893916,0.006195470567601939,0.0031282222685125476,Recovery
2012-12-01,0.003178337155498156,0.013170578498296077,0.009992241342797921,Recovery
2013-01-01,-0.001961198332364648,0.010071688244967332,0.01203288657733198,Recovery
2013-02-01,0.0009972098202124936,0.0021431927184824198,0.0011459828982699257,Recovery
2013-03-01,0.007922099400176815,0.011687934354187303,0.0037658349540104883,Recovery
2013-04-01,-0.00235015724553515,-0.007763234566433066,-0.005413077320897916,Recovery
2013-05-01,-0.001116235191031102,0.0035933484075718167,0.004709583598602916,Recovery
2013-06-01,0.0032093458108537237,0.0066239759768957915,0.0034146301660420673,Recovery
2013-07-01,0.004777803021313648,-0.011087858811417764,-0.01586566183273141,Contraction
2013-08-01,-0.0069221396799036185,-0.011790980796842723,-0.004868841116939105,Recovery
2013-09-01,0.003973969950129645,0.00556483087939337,0.0015908609292637258,Recovery
2013-10-01,0.007710987041315867,-0.002817926893886136,-0.010528913935202003,Recovery
2013-11-01,0.005011544215932931,0.007198021133149567,0.0021864769172166365,Recovery
2013-12-01,-0.002411672793667034,-0.0017147409499043004,0.000696931843762734,Recovery
2014-01-01,-0.01347448177474474,-0.005120449875610435,0.008354031899134305,Recovery
2014-02-01,0.0006438271643567487,-0.00212059721827958,-0.0027644243826363286,Recovery
2014-03-01,0.010236597965193316,0.004203243882614011,-0.006033354082579306,Recovery
2014-04-01,-0.0014416845042753961,-0.01455321265672106,-0.013111528152445664,Recovery
2014-05-01,-0.005711418934361504,-0.013652971774144212,-0.007941552839782708,Recovery
2014-06-01,-0.002072605320609144,0.0033836209491021232,0.005456226269711267,Recovery
2014-07-01,-0.006652716010490481,-0.01725215923363979,-0.010599443223149312,Recovery
2014-08-01,-0.0023386865804132274,-0.0024847620208614603,-0.0001460754404482333,Recovery
2014-09-01,-0.008133861111858117,-0.020002634037766198,-0.011868772925908084,Recovery
2014-10-01,0.005251382172483669,0.016884187703174208,0.011632805530690541,Recovery
2014-11-01,-0.004773860667175493,0.015014500720688731,0.019788361387864224,Contraction
2014-12-01,0.009855196519912216,-0.010428572223820806,-0.02028376874373302,Contraction
2015-01-01,-0.0019214777466866305,0.017717013103486032,0.019638490850172663,Contraction
2015-02-01,-0.01256085369944598,-0.013034199710402265,-0.00047334601095628355,Contraction
2015-03-01,0.008966803796318878,0.003116190200946199,-0.005850613595372679,Contraction
2015-04-01,-0.014775834127666814,-0.0073526939189425405,0.0074231402087242705,Contraction
2015-05-01,0.0008779975743213901,-0.0005705158094959804,-0.0014485133838173705,Recovery
2015-06-01,0.007027571564363773,0.006798480099494301,-0.0002290914648694731,Recovery
2015-07-01,-0.008851292085302258,-0.03671191636021136,-0.027860624274909103,Recovery
2015-08-01,0.00667955412356711,0.008762978081871348,0.002083423958304238,Recovery
2015-09-01,0.004590347034145643,0.02351104494826664,0.018920697914121,Contraction
2015-10-01,-0.005731800405007106,0.0021559410704867846,0.007887741475493893,Contraction
2015-11-01,0.000523404500338092,-0.018724775539471467,-0.01924818003980956,Contraction
2015-12-01,-0.005399413492456371,0.008883207627714646,0.014282621120171018,Contraction
2016-01-01,0.011248121119913607,0.025470302477856227,0.014222181357942619,Contraction
2016-02-01,0.008684003856186784,0.018375234963626384,0.0096912311074396,Contraction
2016-03-01,-0.0003718454233182589,-0.0021884178634453792,-0.0018165724401271212,Contraction
2016-04-01,-0.003775353770946868,0.015341295575346857,0.019116649346293722,Recovery
2016-05-01,-0.010472791509801167,-0.016204088522903136,-0.005731297013101968,Recovery
2016-06-01,0.012056815697957704,0.011396080186773351,-0.0006607355111843528,Recovery
2016-07-01,0.0007324477277469751,0.004197977530639592,0.0034655298028926154,Recovery
2016-08-01,-0.0013714394710487145,0.005494825396719668,0.0068662648677683845,Recovery
2016-09-01,-0.003080390248634872,0.008056883912641769,0.01113727416127664,Recovery
2016-10-01,0.0007281964274955723,-0.016769370125752154,-0.017497566553247725,Recovery
2016-11-01,0.030259831384204378,0.05508472443491748,0.024824893050713108,Recovery
2016-12-01,0.008663015233308728,0.005467612548810467,-0.0031954026844982614,Recovery
2017-01-01,-0.012423268224220425,-0.01562500098489926,-0.003201732760678834,Recovery
2017-02-01,-0.012231112611130525,-0.019794346169971017,-0.00756323355884049,Recovery
2017-03-01,-0.004894696502344769,-0.005803632729545016,-0.0009089362272002468,Recovery
2017-04-01,-9.418479862673872e-05,-0.007321244179043414,-0.007227059380416675,Recovery
2017-05-01,-0.011715233317415566,-0.025619125694304665,-0.013903892376889099,Recovery
2017-06-01,0.0019593758542585282,0.008958180607063455,0.006998804752804928,Expansion
2017-07-01,-0.004434507189722532,0.001867987378398436,0.0063024945681209674,Expansion
2017-08-01,-0.007762743287294854,0.005318769116878924,0.01308151240417378,Expansion
2017-09-01,0.013417721584138603,0.01367959782207981,0.0002618762379412087,Expansion
2017-10-01,-0.0029722647160820353,0.014269816962090317,0.01724208167817235,Expansion
2017-11-01,0.006250734792252969,-0.005618313308681899,-0.011869048100934868,Expansion
2017-12-01,0.0014195567568437632,-0.009930268240484513,-0.011349824997328277,Expansion
2018-01-01,-0.008463046444561483,0.006555838436928134,0.015018884881489617,Expansion
2018-02-01,0.00032696387954675514,0.016153088124104376,0.015826124244557628,Expansion
2018-03-01,0.005562149570426597,-0.005774055881781901,-0.011336205452208498,Contraction
2018-04-01,-0.0005015775589396875,0.008621315645318381,0.009122893204258069,Slowdown
2018-05-01,0.0026900666731189266,0.006059433546962773,0.0033693668738438492,Slowdown
2018-06-01,-0.0020109760149308546,-0.009386180772860945,-0.007375204757930091,Slowdown
2018-07-01,-0.0007713685863942167,-0.003995827322717525,-0.0032244587363233087,Slowdown
2018-08-01,-0.003801720871989631,0.01888166490910288,0.022683385781092514,Expansion
2018-09-01,-0.003690369167088292,-0.011086817579615785,-0.007396448412527491,Expansion
2018-10-01,0.002744617129916628,-0.016939879577977303,-0.019684496707893934,Expansion
2018-11-01,-0.003970872890734999,-0.0032200086836279575,0.0007508642071070422,Slowdown
2018-12-01,-0.006721662681102328,0.003434835862742313,0.010156498543844641,Contraction
2019-01-01,-0.010581412829223688,-0.024448907871862505,-0.01386749504263882,Contraction
2019-02-01,-0.0022310156642599216,0.002206225959776455,0.004437241624036376,Contraction
2019-03-01,-0.01107839703464815,-0.007970373474694375,0.003108023559953775,Expansion
2019-04-01,-0.00347330129302445,-0.012262752772535374,-0.008789451479510924,Expansion
2019-05-01,0.004904521181600086,0.02548604856420594,0.020581527382605855,Expansion
2019-06-01,-0.0033777283800721573,-0.011135480846650581,-0.007757752466578425,Expansion
2019-07-01,0.0007510658768807752,0.009504794010338402,0.008753728133457627,Expansion
2019-08-01,-0.004898626423894239,0.01874672760372193,0.02364535402761617,Expansion
2019-09-01,0.014302644551705997,-0.01998541374490852,-0.034288058296614514,Expansion
2019-10-01,-0.003162867175160904,-0.0021857817717625336,0.0009770854033983704,Expansion
2019-11-01,-0.012459388335528841,-0.016517588936710813,-0.00405820060118197,Expansion
2019-12-01,0.004679815080442002,-0.004598790863026664,-0.009278605943468665,Expansion
2020-01-01,-0.019595563765628453,0.00341364247987104,0.023009206245499497,Expansion
2020-02-01,-0.015219846506864036,-0.008905356024553574,0.006314490482310463,Expansion
2020-03-01,-0.03084859548371321,0.04104624375934296,0.07189483924305617,Slowdown
2020-04-01,0.00197247286282771,0.0061953815519426286,0.0042229086891149206,Contraction
2020-05-01,-0.00692285965772224,0.00783123340659166,0.0147540930643139,Contraction
2020-06-01,0.0017646715636576347,-0.0007089217243504615,-0.0024735932880080953,Contraction
2020-07-01,0.003937000997272095,-0.012597482407883017,-0.01653448340515511,Recovery
2020-08-01,0.0025491042408406044,-0.01278677495019151,-0.015335879191032114,Recovery
2020-09-01,-0.007699978495478977,-0.010307365314852724,-0.0026073868193737474,Recovery
2020-10-01,0.009500349956917249,0.020209747711784024,0.010709397754866776,Recovery
2020-11-01,-0.0006967235853046804,0.04275248253207922,0.043449206117383905,Recovery
2020-12-01,0.00022820265042505956,0.024261361419277722,0.024033158768852664,Recovery
2021-01-01,0.026928095700829078,0.0586660311052401,0.03173793540441102,Recovery
2021-02-01,0.007041499630311354,0.019000257950869737,0.011958758320558384,Recovery
2021-03-01,0.02573087886612374,0.015917720554546103,-0.009813158311577638,Recovery
2021-04-01,-0.006297877809645564,-0.026404242715269793,-0.02010636490562423,Recovery
2021-05-01,0.026856253876541055,0.029074537025536782,0.002218283148995728,Recovery
2021-06-01,-0.017224301642380795,-0.02362886840491466,-0.0064045667625338655,Recovery
2021-07-01,-0.002244588974424184,-0.020354512543573244,-0.018109923569149058,Expansion
2021-08-01,-0.0027028511761220896,0.009597074360460613,0.012299925536582703,Expansion
2021-09-01,0.010910505622697787,0.013183470569842771,0.0022729649471449837,Expansion
2021-10-01,-0.0011026370254699535,0.009715105285994311,0.010817742311464266,Expansion
