Refit Date,Asset,Best Lambda
2007-01-01,Gold,0.10000000000000002
2008-01-01,Gold,0.10000000000000002
2009-01-01,Gold,0.10000000000000002
2010-01-01,Gold,0.10000000000000002
2011-01-01,Gold,0.10000000000000002
2012-01-01,Gold,0.10000000000000002
2013-01-01,Gold,53.36699231206313
2014-01-01,Gold,0.10000000000000002
2015-01-01,Gold,0.10000000000000002
2016-01-01,Gold,0.10000000000000002
2017-01-01,Gold,0.10000000000000002
2018-01-01,Gold,0.10000000000000002
2019-01-01,Gold,0.10000000000000002
2020-01-01,Gold,0.10000000000000002
2021-01-01,Gold,0.10000000000000002
2022-01-01,Gold,0.10000000000000002
2023-01-01,Gold,0.10000000000000002
